,userID,movieID,rating,predictedRating,details
0,298,3977,0.5,1.8606516262174821,{'was_impossible': False}
1,298,2916,4.0,2.9297194502781854,{'was_impossible': False}
2,489,1225,4.0,3.933329193688161,{'was_impossible': False}
3,198,1625,2.0,3.5558487181874794,{'was_impossible': False}
4,307,70,3.5,3.1209568489260118,{'was_impossible': False}
5,561,112852,4.0,3.9630623695795864,{'was_impossible': False}
6,105,68157,4.0,4.129503522063881,{'was_impossible': False}
7,344,5299,1.0,3.506188559083852,{'was_impossible': False}
8,112,185,2.0,2.369718451154908,{'was_impossible': False}
9,230,539,2.5,3.117829188414821,{'was_impossible': False}
10,200,3408,4.0,3.995206089051936,{'was_impossible': False}
11,434,71535,4.0,4.047266998398648,{'was_impossible': False}
12,318,4896,3.0,3.68684294344944,{'was_impossible': False}
13,187,551,3.5,3.5891946302987146,{'was_impossible': False}
14,474,36,5.0,3.7573683466782537,{'was_impossible': False}
15,336,509,5.0,4.072980989159073,{'was_impossible': False}
16,424,4816,3.0,3.225957475471245,{'was_impossible': False}
17,370,1240,4.0,3.821642896000677,{'was_impossible': False}
18,480,3253,4.5,3.448995484338729,{'was_impossible': False}
19,365,2005,3.0,2.839440989846149,{'was_impossible': False}
20,385,1080,4.0,4.122239892638558,{'was_impossible': False}
21,266,1265,4.0,4.14530068564584,{'was_impossible': False}
22,58,318,5.0,4.628478258265653,{'was_impossible': False}
23,166,7438,4.5,4.172299310104277,{'was_impossible': False}
24,561,71535,4.5,3.870915721856635,{'was_impossible': False}
25,195,2268,4.0,3.927243416687964,{'was_impossible': False}
26,477,2599,4.0,3.8102933619295625,{'was_impossible': False}
27,136,163,1.0,3.4182991947905874,{'was_impossible': False}
28,123,2329,4.5,4.1530319392745625,{'was_impossible': False}
29,425,3977,3.0,2.975497824214883,{'was_impossible': False}
30,28,6711,2.5,3.4923036682854836,{'was_impossible': False}
31,599,2671,2.5,3.009835840377205,{'was_impossible': False}
32,500,595,4.0,3.2872635153925316,{'was_impossible': False}
33,100,356,4.0,4.213221566552068,{'was_impossible': False}
34,606,592,3.5,3.3055494790726314,{'was_impossible': False}
35,603,1407,5.0,3.186267508728524,{'was_impossible': False}
36,570,10,3.5,3.072861178355227,{'was_impossible': False}
37,119,318,4.5,4.901516918320551,{'was_impossible': False}
38,387,904,3.5,4.009831378880849,{'was_impossible': False}
39,356,3753,4.0,3.460769165333753,{'was_impossible': False}
40,484,4720,2.0,4.035102365193034,{'was_impossible': False}
41,233,648,3.0,3.0605187790827477,{'was_impossible': False}
42,38,266,1.0,3.314720011370121,{'was_impossible': False}
43,386,163,4.0,2.66688856525104,{'was_impossible': False}
44,57,3114,4.0,3.9324316115897666,{'was_impossible': False}
45,414,5952,5.0,4.376634491189042,{'was_impossible': False}
46,41,357,4.0,3.1062212551100608,{'was_impossible': False}
47,482,5378,4.5,3.877826586387928,{'was_impossible': False}
48,438,6942,4.5,4.173787366736784,{'was_impossible': False}
49,560,442,3.5,3.275588042180927,{'was_impossible': False}
50,68,1784,4.0,3.183060120523992,{'was_impossible': False}
51,313,2174,2.0,2.936760068584682,{'was_impossible': False}
52,603,2194,4.0,4.019805813490602,{'was_impossible': False}
53,385,95,3.0,2.5644132778700373,{'was_impossible': False}
54,419,5669,4.5,3.753027678857924,{'was_impossible': False}
55,132,2657,4.5,2.965521919752229,{'was_impossible': False}
56,202,2406,4.0,3.7066420555255437,{'was_impossible': False}
57,169,7147,4.0,4.541530364171273,{'was_impossible': False}
58,488,4993,5.0,4.298647610219983,{'was_impossible': False}
59,16,318,4.0,4.034438985800162,{'was_impossible': False}
60,380,68954,5.0,4.5648107995198535,{'was_impossible': False}
61,438,3623,3.5,3.115111800198938,{'was_impossible': False}
62,198,2985,2.0,3.1927578580586635,{'was_impossible': False}
63,469,924,5.0,4.270165033324345,{'was_impossible': False}
64,18,7147,4.5,3.83085215164623,{'was_impossible': False}
65,483,500,3.5,3.2721407913968976,{'was_impossible': False}
66,103,367,3.5,3.197407994276089,{'was_impossible': False}
67,376,858,4.0,4.26034123658211,{'was_impossible': False}
68,211,3578,5.0,3.9331626661326418,{'was_impossible': False}
69,123,68157,4.0,4.019363887827452,{'was_impossible': False}
70,39,1500,4.0,3.7242666125370496,{'was_impossible': False}
71,215,1968,5.0,3.9407970274298476,{'was_impossible': False}
72,274,2028,4.0,3.9333528991803632,{'was_impossible': False}
73,562,589,4.5,4.099275962061385,{'was_impossible': False}
74,391,3160,5.0,3.7436032991820634,{'was_impossible': False}
